===============================================================================
Id,orcl-1995-2014,len,datetime,open,high,low,close,volume,openinterest,adjclose,Strategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
114,orcl-1995-2014,114,1999-06-16 23:59:59.999989,7.27,7.42,6.95,7.32,456337728.0,0.0,7.324397,Strategy,114,729921.9999999999,Broker,114,987.5,987.5,BuySell,114,,7.531299999999999,Trades - Net Profit/Loss,114,13.199999999999994,
115,orcl-1995-2014,115,1999-06-17 23:59:59.999989,7.06,7.78,7.06,7.76,227717425.0,0.0,7.755242,Strategy,115,729922.9999999999,Broker,115,916.9,994.5,BuySell,115,6.9540999999999995,,Trades - Net Profit/Loss,115,,
116,orcl-1995-2014,116,1999-06-18 23:59:59.999989,7.39,7.99,7.38,7.8,140402249.0,0.0,7.796936,Strategy,116,729923.9999999999,Broker,116,916.9,994.9,BuySell,116,,,Trades - Net Profit/Loss,116,,
117,orcl-1995-2014,117,1999-06-21 23:59:59.999989,7.73,7.87,7.57,7.59,69891264.0,0.0,7.588464,Strategy,117,729926.9999999999,Broker,117,916.9,992.8,BuySell,117,,,Trades - Net Profit/Loss,117,,
118,orcl-1995-2014,118,1999-06-22 23:59:59.999989,7.42,7.73,7.34,7.59,70824382.0,0.0,7.588464,Strategy,118,729927.9999999999,Broker,118,916.9,992.8,BuySell,118,,,Trades - Net Profit/Loss,118,,
119,orcl-1995-2014,119,1999-06-23 23:59:59.999989,7.46,7.82,7.45,7.81,84946184.0,0.0,7.810836,Strategy,119,729928.9999999999,Broker,119,916.9,995.0,BuySell,119,,,Trades - Net Profit/Loss,119,,
120,orcl-1995-2014,120,1999-06-24 23:59:59.999989,7.77,8.06,7.77,7.94,95688062.0,0.0,7.935921,Strategy,120,729929.9999999999,Broker,120,916.9,996.3,BuySell,120,,,Trades - Net Profit/Loss,120,,
121,orcl-1995-2014,121,1999-06-25 23:59:59.999989,7.98,8.06,7.85,7.95,38319476.0,0.0,7.949819,Strategy,121,729930.9999999999,Broker,121,916.9,996.4,BuySell,121,,,Trades - Net Profit/Loss,121,,
122,orcl-1995-2014,122,1999-06-28 23:59:59.999989,7.95,8.17,7.95,8.16,48798732.0,0.0,8.158294,Strategy,122,729933.9999999999,Broker,122,916.9,998.5,BuySell,122,,,Trades - Net Profit/Loss,122,,
123,orcl-1995-2014,123,1999-06-29 23:59:59.999989,8.1,8.26,8.03,8.26,51629561.0,0.0,8.255583,Strategy,123,729934.9999999999,Broker,123,916.9,999.5,BuySell,123,,,Trades - Net Profit/Loss,123,,
124,orcl-1995-2014,124,1999-06-30 23:59:59.999989,8.17,8.3,8.02,8.26,53274098.0,0.0,8.255583,Strategy,124,729935.9999999999,Broker,124,916.9,999.5,BuySell,124,,,Trades - Net Profit/Loss,124,,
125,orcl-1995-2014,125,1999-07-01 23:59:59.999989,8.2,8.45,8.09,8.39,54555736.0,0.0,8.394565,Strategy,125,729936.9999999999,Broker,125,916.9,1000.8,BuySell,125,,,Trades - Net Profit/Loss,125,,
126,orcl-1995-2014,126,1999-07-02 23:59:59.999989,8.38,8.59,8.35,8.55,46139692.0,0.0,8.547444,Strategy,126,729937.9999999999,Broker,126,916.9,1002.4,BuySell,126,,,Trades - Net Profit/Loss,126,,
127,orcl-1995-2014,127,1999-07-06 23:59:59.999989,8.51,8.67,8.44,8.6,53297964.0,0.0,8.603035,Strategy,127,729941.9999999999,Broker,127,916.9,1002.9,BuySell,127,,,Trades - Net Profit/Loss,127,,
128,orcl-1995-2014,128,1999-07-07 23:59:59.999989,8.52,8.63,8.48,8.6,48774023.0,0.0,8.603035,Strategy,128,729942.9999999999,Broker,128,916.9,1002.9,BuySell,128,,,Trades - Net Profit/Loss,128,,
129,orcl-1995-2014,129,1999-07-08 23:59:59.999989,8.49,8.7,8.48,8.66,46566889.0,0.0,8.658633,Strategy,129,729943.9999999999,Broker,129,916.9,1003.5,BuySell,129,,,Trades - Net Profit/Loss,129,,
130,orcl-1995-2014,130,1999-07-09 23:59:59.999989,8.67,8.74,8.53,8.74,45351830.0,0.0,8.742019,Strategy,130,729944.9999999999,Broker,130,916.9,1004.3,BuySell,130,,,Trades - Net Profit/Loss,130,,
131,orcl-1995-2014,131,1999-07-12 23:59:59.999989,8.64,8.69,8.56,8.64,47278761.0,0.0,8.644734,Strategy,131,729947.9999999999,Broker,131,916.9,1003.3,BuySell,131,,,Trades - Net Profit/Loss,131,,
132,orcl-1995-2014,132,1999-07-13 23:59:59.999989,8.51,8.67,8.51,8.6,64145530.0,0.0,8.603035,Strategy,132,729948.9999999999,Broker,132,916.9,1002.9,BuySell,132,,,Trades - Net Profit/Loss,132,,
133,orcl-1995-2014,133,1999-07-14 23:59:59.999989,8.63,8.64,8.38,8.46,71379315.0,0.0,8.464055,Strategy,133,729949.9999999999,Broker,133,916.9,1001.5,BuySell,133,,,Trades - Net Profit/Loss,133,,
134,orcl-1995-2014,134,1999-07-15 23:59:59.999989,8.41,8.71,8.39,8.67,74539321.0,0.0,8.67253,Strategy,134,729950.9999999999,Broker,134,916.9,1003.5999999999999,BuySell,134,,,Trades - Net Profit/Loss,134,,
135,orcl-1995-2014,135,1999-07-16 23:59:59.999989,8.73,8.85,8.7,8.84,67609505.0,0.0,8.83931,Strategy,135,729951.9999999999,Broker,135,916.9,1005.3,BuySell,135,,,Trades - Net Profit/Loss,135,,
136,orcl-1995-2014,136,1999-07-19 23:59:59.999989,8.81,8.84,8.71,8.78,46822335.0,0.0,8.783714,Strategy,136,729954.9999999999,Broker,136,916.9,1004.6999999999999,BuySell,136,,,Trades - Net Profit/Loss,136,,
137,orcl-1995-2014,137,1999-07-20 23:59:59.999989,8.7,8.7,8.21,8.34,64784569.0,0.0,8.338965,Strategy,137,729955.9999999999,Broker,137,916.9,1000.3,BuySell,137,,,Trades - Net Profit/Loss,137,,
138,orcl-1995-2014,138,1999-07-21 23:59:59.999989,8.33,8.52,8.27,8.48,35638843.0,0.0,8.477953,Strategy,138,729956.9999999999,Broker,138,1000.1999999999999,1000.1999999999999,BuySell,138,,8.647799999999998,Trades - Net Profit/Loss,138,12.700000000000005,
139,orcl-1995-2014,139,1999-07-22 23:59:59.999989,8.44,8.44,7.84,8.06,49528139.0,0.0,8.061006,Strategy,139,729957.9999999999,Broker,139,1000.1999999999999,1000.1999999999999,BuySell,139,,,Trades - Net Profit/Loss,139,,
140,orcl-1995-2014,140,1999-07-23 23:59:59.999989,8.07,8.19,7.87,8.05,31118494.0,0.0,8.047108,Strategy,140,729958.9999999999,Broker,140,1000.1999999999999,1000.1999999999999,BuySell,140,,,Trades - Net Profit/Loss,140,,
141,orcl-1995-2014,141,1999-07-26 23:59:59.999989,7.88,8.09,7.74,7.78,33212284.0,0.0,7.783039,Strategy,141,729961.9999999999,Broker,141,1000.1999999999999,1000.1999999999999,BuySell,141,,,Trades - Net Profit/Loss,141,,
142,orcl-1995-2014,142,1999-07-27 23:59:59.999989,7.91,8.35,7.85,8.24,51983919.0,0.0,8.241685,Strategy,142,729962.9999999999,Broker,142,1000.1999999999999,1000.1999999999999,BuySell,142,,,Trades - Net Profit/Loss,142,,
143,orcl-1995-2014,143,1999-07-28 23:59:59.999989,8.23,8.49,8.06,8.38,37885978.0,0.0,8.380664,Strategy,143,729963.9999999999,Broker,143,1000.1999999999999,1000.1999999999999,BuySell,143,,,Trades - Net Profit/Loss,143,,
144,orcl-1995-2014,144,1999-07-29 23:59:59.999989,8.21,8.53,8.19,8.46,52655781.0,0.0,8.464055,Strategy,144,729964.9999999999,Broker,144,1000.1999999999999,1000.1999999999999,BuySell,144,,,Trades - Net Profit/Loss,144,,
145,orcl-1995-2014,145,1999-07-30 23:59:59.999989,8.44,8.55,8.35,8.46,33161918.0,0.0,8.464055,Strategy,145,729965.9999999999,Broker,145,915.8,1000.4,BuySell,145,8.22475,,Trades - Net Profit/Loss,145,,
146,orcl-1995-2014,146,1999-08-02 23:59:59.999989,8.41,8.67,8.35,8.48,37014912.0,0.0,8.477953,Strategy,146,729968.9999999999,Broker,146,915.8,1000.5999999999999,BuySell,146,,,Trades - Net Profit/Loss,146,,
147,orcl-1995-2014,147,1999-08-03 23:59:59.999989,8.49,8.55,7.99,8.26,49923865.0,0.0,8.255583,Strategy,147,729969.9999999999,Broker,147,915.8,998.4,BuySell,147,,,Trades - Net Profit/Loss,147,,
148,orcl-1995-2014,148,1999-08-04 23:59:59.999989,8.2,8.35,8.12,8.17,38741734.0,0.0,8.172193,Strategy,148,729970.9999999999,Broker,148,997.8,997.8,BuySell,148,,8.475249999999999,Trades - Net Profit/Loss,148,,-2.400000000000002
149,orcl-1995-2014,149,1999-08-05 23:59:59.999989,8.09,8.35,7.91,8.26,47231087.0,0.0,8.255583,Strategy,149,729971.9999999999,Broker,149,997.8,997.8,BuySell,149,,,Trades - Net Profit/Loss,149,,
150,orcl-1995-2014,150,1999-08-06 23:59:59.999989,8.1,8.27,8.09,8.12,21319191.0,0.0,8.116593,Strategy,150,729972.9999999999,Broker,150,997.8,997.8,BuySell,150,,,Trades - Net Profit/Loss,150,,
151,orcl-1995-2014,151,1999-08-09 23:59:59.999989,8.1,8.28,8.03,8.09,20016860.0,0.0,8.088801,Strategy,151,729975.9999999999,Broker,151,997.8,997.8,BuySell,151,,,Trades - Net Profit/Loss,151,,
152,orcl-1995-2014,152,1999-08-10 23:59:59.999989,8.12,8.12,7.8,8.01,27907221.0,0.0,8.005412,Strategy,152,729976.9999999999,Broker,152,997.8,997.8,BuySell,152,,,Trades - Net Profit/Loss,152,,
153,orcl-1995-2014,153,1999-08-11 23:59:59.999989,8.14,8.17,7.89,8.17,28043473.0,0.0,8.172193,Strategy,153,729977.9999999999,Broker,153,997.8,997.8,BuySell,153,,,Trades - Net Profit/Loss,153,,
154,orcl-1995-2014,154,1999-08-12 23:59:59.999989,8.09,8.21,7.87,7.89,33194297.0,0.0,7.894225,Strategy,154,729978.9999999999,Broker,154,997.8,997.8,BuySell,154,,,Trades - Net Profit/Loss,154,,
155,orcl-1995-2014,155,1999-08-13 23:59:59.999989,8.1,8.63,8.06,8.59,54957308.0,0.0,8.589142,Strategy,155,729979.9999999999,Broker,155,997.8,997.8,BuySell,155,,,Trades - Net Profit/Loss,155,,
156,orcl-1995-2014,156,1999-08-16 23:59:59.999989,8.51,8.78,8.35,8.74,53753049.0,0.0,8.742019,Strategy,156,729982.9999999999,Broker,156,912.6999999999999,1000.0999999999999,BuySell,156,8.22475,,Trades - Net Profit/Loss,156,,
157,orcl-1995-2014,157,1999-08-17 23:59:59.999989,8.77,8.84,8.14,8.3,52733576.0,0.0,8.297276,Strategy,157,729983.9999999999,Broker,157,912.6999999999999,995.6999999999999,BuySell,157,,,Trades - Net Profit/Loss,157,,
158,orcl-1995-2014,158,1999-08-18 23:59:59.999989,7.89,8.01,7.71,7.88,117582877.0,0.0,7.880326,Strategy,158,729984.9999999999,Broker,158,912.6999999999999,991.4999999999999,BuySell,158,,,Trades - Net Profit/Loss,158,,
159,orcl-1995-2014,159,1999-08-19 23:59:59.999989,7.82,8.14,7.8,8.01,42598782.0,0.0,8.005412,Strategy,159,729985.9999999999,Broker,159,990.9,990.9,BuySell,159,,8.2621,Trades - Net Profit/Loss,159,,-6.899999999999995
160,orcl-1995-2014,160,1999-08-20 23:59:59.999989,8.07,8.23,7.99,8.23,25526977.0,0.0,8.227786,Strategy,160,729986.9999999999,Broker,160,990.9,990.9,BuySell,160,,,Trades - Net Profit/Loss,160,,
161,orcl-1995-2014,161,1999-08-23 23:59:59.999989,8.33,8.38,8.21,8.35,29604823.0,0.0,8.352869,Strategy,161,729989.9999999999,Broker,161,907.6,991.1,BuySell,161,8.08685,,Trades - Net Profit/Loss,161,,
162,orcl-1995-2014,162,1999-08-24 23:59:59.999989,8.26,8.55,8.17,8.21,39922213.0,0.0,8.213882,Strategy,162,729990.9999999999,Broker,162,907.6,989.7,BuySell,162,,,Trades - Net Profit/Loss,162,,
163,orcl-1995-2014,163,1999-08-25 23:59:59.999989,8.26,8.3,8.16,8.21,32452763.0,0.0,8.213882,Strategy,163,729991.9999999999,Broker,163,907.6,989.7,BuySell,163,,,Trades - Net Profit/Loss,163,,
164,orcl-1995-2014,164,1999-08-26 23:59:59.999989,8.21,8.45,8.21,8.26,31538957.0,0.0,8.255583,Strategy,164,729992.9999999999,Broker,164,907.6,990.2,BuySell,164,,,Trades - Net Profit/Loss,164,,
165,orcl-1995-2014,165,1999-08-27 23:59:59.999989,8.24,8.31,8.02,8.23,26073806.0,0.0,8.227786,Strategy,165,729993.9999999999,Broker,165,907.6,989.9000000000001,BuySell,165,,,Trades - Net Profit/Loss,165,,
166,orcl-1995-2014,166,1999-08-30 23:59:59.999989,8.21,8.24,8.06,8.12,19545140.0,0.0,8.116593,Strategy,166,729996.9999999999,Broker,166,907.6,988.8,BuySell,166,,,Trades - Net Profit/Loss,166,,
167,orcl-1995-2014,167,1999-08-31 23:59:59.999989,8.12,8.13,7.88,8.12,27422916.0,0.0,8.116593,Strategy,167,729997.9999999999,Broker,167,988.8,988.8,BuySell,167,,8.25195,Trades - Net Profit/Loss,167,,-2.1000000000000085
168,orcl-1995-2014,168,1999-09-01 23:59:59.999989,8.14,8.49,8.13,8.38,44661096.0,0.0,8.380664,Strategy,168,729998.9999999999,Broker,168,988.8,988.8,BuySell,168,,,Trades - Net Profit/Loss,168,,
169,orcl-1995-2014,169,1999-09-02 23:59:59.999989,8.28,8.64,8.26,8.55,54414995.0,0.0,8.547444,Strategy,169,729999.9999999999,Broker,169,906.0,991.5,BuySell,169,8.136099999999999,,Trades - Net Profit/Loss,169,,
170,orcl-1995-2014,170,1999-09-03 23:59:59.999989,8.64,9.26,8.64,9.23,115570442.0,0.0,9.228463,Strategy,170,730000.9999999999,Broker,170,906.0,998.3,BuySell,170,,,Trades - Net Profit/Loss,170,,
171,orcl-1995-2014,171,1999-09-07 23:59:59.999989,9.23,9.97,9.17,9.74,109600312.0,0.0,9.742697,Strategy,171,730004.9999999999,Broker,171,906.0,1003.4,BuySell,171,,,Trades - Net Profit/Loss,171,,
172,orcl-1995-2014,172,1999-09-08 23:59:59.999989,9.65,9.97,9.58,9.85,79842602.0,0.0,9.853882,Strategy,172,730005.9999999999,Broker,172,906.0,1004.5,BuySell,172,,,Trades - Net Profit/Loss,172,,
173,orcl-1995-2014,173,1999-09-09 23:59:59.999989,9.84,9.9,9.59,9.8,57729712.0,0.0,9.798288,Strategy,173,730006.9999999999,Broker,173,906.0,1004.0,BuySell,173,,,Trades - Net Profit/Loss,173,,
174,orcl-1995-2014,174,1999-09-10 23:59:59.999989,9.9,10.44,9.84,10.31,72387518.0,0.0,10.312529,Strategy,174,730007.9999999999,Broker,174,906.0,1009.1,BuySell,174,,,Trades - Net Profit/Loss,174,,
175,orcl-1995-2014,175,1999-09-13 23:59:59.999989,10.33,10.38,9.9,10.17,67097768.0,0.0,10.173543,Strategy,175,730010.9999999999,Broker,175,906.0,1007.7,BuySell,175,,,Trades - Net Profit/Loss,175,,
176,orcl-1995-2014,176,1999-09-14 23:59:59.999989,10.23,10.33,9.71,10.1,90664524.0,0.0,10.104052,Strategy,176,730011.9999999999,Broker,176,906.0,1007.0,BuySell,176,,,Trades - Net Profit/Loss,176,,
177,orcl-1995-2014,177,1999-09-15 23:59:59.999989,8.92,9.66,8.87,9.49,288535589.0,0.0,9.492529,Strategy,177,730012.9999999999,Broker,177,906.0,1000.9,BuySell,177,,,Trades - Net Profit/Loss,177,,
178,orcl-1995-2014,178,1999-09-16 23:59:59.999989,9.49,9.56,9.27,9.38,69431239.0,0.0,9.381341,Strategy,178,730013.9999999999,Broker,178,906.0,999.8,BuySell,178,,,Trades - Net Profit/Loss,178,,
179,orcl-1995-2014,179,1999-09-17 23:59:59.999989,9.42,9.73,9.42,9.69,72401009.0,0.0,9.687106,Strategy,179,730014.9999999999,Broker,179,906.0,1002.9,BuySell,179,,,Trades - Net Profit/Loss,179,,
180,orcl-1995-2014,180,1999-09-20 23:59:59.999989,9.73,10.12,9.65,10.03,47241449.0,0.0,10.03456,Strategy,180,730017.9999999999,Broker,180,906.0,1006.3,BuySell,180,,,Trades - Net Profit/Loss,180,,
181,orcl-1995-2014,181,1999-09-21 23:59:59.999989,9.97,10.23,9.76,9.9,60309599.0,0.0,9.895579,Strategy,181,730018.9999999999,Broker,181,906.0,1005.0,BuySell,181,,,Trades - Net Profit/Loss,181,,
182,orcl-1995-2014,182,1999-09-22 23:59:59.999989,9.9,10.17,9.76,10.16,42726492.0,0.0,10.159647,Strategy,182,730019.9999999999,Broker,182,906.0,1007.6,BuySell,182,,,Trades - Net Profit/Loss,182,,
183,orcl-1995-2014,183,1999-09-23 23:59:59.999989,10.17,10.26,9.56,9.67,45246151.0,0.0,9.673204,Strategy,183,730020.9999999999,Broker,183,906.0,1002.7,BuySell,183,,,Trades - Net Profit/Loss,183,,
184,orcl-1995-2014,184,1999-09-24 23:59:59.999989,9.56,9.69,9.13,9.38,57072698.0,0.0,9.381341,Strategy,184,730021.9999999999,Broker,184,1001.6,1001.6,BuySell,184,,9.835349999999998,Trades - Net Profit/Loss,184,12.800000000000011,
185,orcl-1995-2014,185,1999-09-27 23:59:59.999989,9.6,9.7,9.38,9.41,46959031.0,0.0,9.409139,Strategy,185,730024.9999999999,Broker,185,1001.6,1001.6,BuySell,185,,,Trades - Net Profit/Loss,185,,
186,orcl-1995-2014,186,1999-09-28 23:59:59.999989,9.34,9.56,9.16,9.53,42494458.0,0.0,9.534222,Strategy,186,730025.9999999999,Broker,186,1001.6,1001.6,BuySell,186,,,Trades - Net Profit/Loss,186,,
187,orcl-1995-2014,187,1999-09-29 23:59:59.999989,9.51,10.02,9.51,9.63,51491962.0,0.0,9.631512,Strategy,187,730026.9999999999,Broker,187,1001.6,1001.6,BuySell,187,,,Trades - Net Profit/Loss,187,,
188,orcl-1995-2014,188,1999-09-30 23:59:59.999989,9.65,10.2,9.45,10.12,65854775.0,0.0,10.117955,Strategy,188,730027.9999999999,Broker,188,1001.6,1001.6,BuySell,188,,,Trades - Net Profit/Loss,188,,
189,orcl-1995-2014,189,1999-10-01 23:59:59.999989,9.94,10.2,9.88,10.06,38865846.0,0.0,10.062361,Strategy,189,730028.9999999999,Broker,189,902.2,1002.8000000000001,BuySell,189,9.7318,,Trades - Net Profit/Loss,189,,
190,orcl-1995-2014,190,1999-10-04 23:59:59.999989,10.1,10.37,10.02,10.34,45870772.0,0.0,10.340323,Strategy,190,730031.9999999999,Broker,190,902.2,1005.6,BuySell,190,,,Trades - Net Profit/Loss,190,,
191,orcl-1995-2014,191,1999-10-05 23:59:59.999989,10.38,10.42,10.12,10.28,52043286.0,0.0,10.284732,Strategy,191,730032.9999999999,Broker,191,902.2,1005.0,BuySell,191,,,Trades - Net Profit/Loss,191,,
192,orcl-1995-2014,192,1999-10-06 23:59:59.999989,10.33,10.4,10.16,10.2,35199937.0,0.0,10.201341,Strategy,192,730033.9999999999,Broker,192,902.2,1004.2,BuySell,192,,,Trades - Net Profit/Loss,192,,
193,orcl-1995-2014,193,1999-10-07 23:59:59.999989,10.05,10.1,9.87,9.94,43125378.0,0.0,9.937273,Strategy,193,730034.9999999999,Broker,193,902.2,1001.6,BuySell,193,,,Trades - Net Profit/Loss,193,,
194,orcl-1995-2014,194,1999-10-08 23:59:59.999989,9.92,10.15,9.65,10.06,32098376.0,0.0,10.062361,Strategy,194,730035.9999999999,Broker,194,902.2,1002.8000000000001,BuySell,194,,,Trades - Net Profit/Loss,194,,
195,orcl-1995-2014,195,1999-10-11 23:59:59.999989,10.02,10.4,9.99,10.24,28442814.0,0.0,10.243034,Strategy,195,730038.9999999999,Broker,195,902.2,1004.6,BuySell,195,,,Trades - Net Profit/Loss,195,,
196,orcl-1995-2014,196,1999-10-12 23:59:59.999989,10.22,10.63,10.2,10.45,51192919.0,0.0,10.45151,Strategy,196,730039.9999999999,Broker,196,902.2,1006.7,BuySell,196,,,Trades - Net Profit/Loss,196,,
197,orcl-1995-2014,197,1999-10-13 23:59:59.999989,10.27,10.7,10.26,10.55,64145950.0,0.0,10.548799,Strategy,197,730040.9999999999,Broker,197,902.2,1007.7,BuySell,197,,,Trades - Net Profit/Loss,197,,
198,orcl-1995-2014,198,1999-10-14 23:59:59.999989,10.53,10.56,10.26,10.4,53462533.0,0.0,10.402855,Strategy,198,730041.9999999999,Broker,198,902.2,1006.2,BuySell,198,,,Trades - Net Profit/Loss,198,,
199,orcl-1995-2014,199,1999-10-15 23:59:59.999989,10.3,10.34,9.95,10.01,63908060.0,0.0,10.006766,Strategy,199,730042.9999999999,Broker,199,902.2,1002.3000000000001,BuySell,199,,,Trades - Net Profit/Loss,199,,
200,orcl-1995-2014,200,1999-10-18 23:59:59.999989,9.98,10.02,9.49,9.76,52881530.0,0.0,9.756595,Strategy,200,730045.9999999999,Broker,200,1002.0,1002.0,BuySell,200,,10.1703,Trades - Net Profit/Loss,200,0.40000000000000924,
201,orcl-1995-2014,201,1999-10-19 23:59:59.999989,9.92,9.97,9.58,9.74,44316173.0,0.0,9.742697,Strategy,201,730046.9999999999,Broker,201,1002.0,1002.0,BuySell,201,,,Trades - Net Profit/Loss,201,,
202,orcl-1995-2014,202,1999-10-20 23:59:59.999989,9.88,9.97,9.77,9.95,50812480.0,0.0,9.951171,Strategy,202,730047.9999999999,Broker,202,1002.0,1002.0,BuySell,202,,,Trades - Net Profit/Loss,202,,
203,orcl-1995-2014,203,1999-10-21 23:59:59.999989,9.38,10.17,9.34,10.05,62165057.0,0.0,10.048458,Strategy,203,730048.9999999999,Broker,203,1002.0,1002.0,BuySell,203,,,Trades - Net Profit/Loss,203,,
204,orcl-1995-2014,204,1999-10-22 23:59:59.999989,10.09,10.22,9.69,9.81,45768233.0,0.0,9.81219,Strategy,204,730049.9999999999,Broker,204,1002.0,1002.0,BuySell,204,,,Trades - Net Profit/Loss,204,,
205,orcl-1995-2014,205,1999-10-25 23:59:59.999989,9.7,9.85,9.59,9.63,47108778.0,0.0,9.631512,Strategy,205,730052.9999999999,Broker,205,1002.0,1002.0,BuySell,205,,,Trades - Net Profit/Loss,205,,
206,orcl-1995-2014,206,1999-10-26 23:59:59.999989,9.67,9.76,9.51,9.66,47857978.0,0.0,9.659307,Strategy,206,730053.9999999999,Broker,206,1002.0,1002.0,BuySell,206,,,Trades - Net Profit/Loss,206,,
207,orcl-1995-2014,207,1999-10-27 23:59:59.999989,9.67,10.02,9.62,9.97,43972145.0,0.0,9.965072,Strategy,207,730054.9999999999,Broker,207,1002.0,1002.0,BuySell,207,,,Trades - Net Profit/Loss,207,,
208,orcl-1995-2014,208,1999-10-28 23:59:59.999989,10.08,10.22,9.73,10.2,44572047.0,0.0,10.201341,Strategy,208,730055.9999999999,Broker,208,1002.0,1002.0,BuySell,208,,,Trades - Net Profit/Loss,208,,
209,orcl-1995-2014,209,1999-10-29 23:59:59.999989,10.24,10.84,10.23,10.58,60605960.0,0.0,10.576593,Strategy,209,730056.9999999999,Broker,209,899.6,1005.4000000000001,BuySell,209,10.076550000000001,,Trades - Net Profit/Loss,209,,
210,orcl-1995-2014,210,1999-11-01 23:59:59.999989,10.7,11.66,10.65,11.38,101558406.0,0.0,11.382694,Strategy,210,730059.9999999999,Broker,210,899.6,1013.4000000000001,BuySell,210,,,Trades - Net Profit/Loss,210,,
211,orcl-1995-2014,211,1999-11-02 23:59:59.999989,11.42,11.98,11.42,11.79,94171704.0,0.0,11.785744,Strategy,211,730060.9999999999,Broker,211,899.6,1017.5,BuySell,211,,,Trades - Net Profit/Loss,211,,
212,orcl-1995-2014,212,1999-11-03 23:59:59.999989,12.31,12.84,12.23,12.74,98105617.0,0.0,12.744729,Strategy,212,730061.9999999999,Broker,212,899.6,1027.0,BuySell,212,,,Trades - Net Profit/Loss,212,,
213,orcl-1995-2014,213,1999-11-04 23:59:59.999989,12.94,13.12,12.81,12.94,94099749.0,0.0,12.939302,Strategy,213,730062.9999999999,Broker,213,899.6,1029.0,BuySell,213,,,Trades - Net Profit/Loss,213,,
214,orcl-1995-2014,214,1999-11-05 23:59:59.999989,13.29,13.65,13.01,13.05,94611055.0,0.0,13.050488,Strategy,214,730063.9999999999,Broker,214,899.6,1030.1,BuySell,214,,,Trades - Net Profit/Loss,214,,
215,orcl-1995-2014,215,1999-11-08 23:59:59.999989,13.26,13.5,13.08,13.22,61075881.0,0.0,13.217269,Strategy,215,730066.9999999999,Broker,215,899.6,1031.8,BuySell,215,,,Trades - Net Profit/Loss,215,,
216,orcl-1995-2014,216,1999-11-09 23:59:59.999989,13.31,13.31,12.84,12.99,62473093.0,0.0,12.994895,Strategy,216,730067.9999999999,Broker,216,899.6,1029.5,BuySell,216,,,Trades - Net Profit/Loss,216,,
217,orcl-1995-2014,217,1999-11-10 23:59:59.999989,12.94,13.34,12.77,13.09,57304721.0,0.0,13.092187,Strategy,217,730068.9999999999,Broker,217,899.6,1030.5,BuySell,217,,,Trades - Net Profit/Loss,217,,
218,orcl-1995-2014,218,1999-11-11 23:59:59.999989,13.26,13.98,13.23,13.8,53918965.0,0.0,13.800999,Strategy,218,730069.9999999999,Broker,218,899.6,1037.6,BuySell,218,,,Trades - Net Profit/Loss,218,,
219,orcl-1995-2014,219,1999-11-12 23:59:59.999989,14.07,14.84,13.73,14.48,78397284.0,0.0,14.482009,Strategy,219,730070.9999999999,Broker,219,899.6,1044.4,BuySell,219,,,Trades - Net Profit/Loss,219,,
220,orcl-1995-2014,220,1999-11-15 23:59:59.999989,14.55,14.73,14.23,14.25,47857078.0,0.0,14.245741,Strategy,220,730073.9999999999,Broker,220,899.6,1042.1,BuySell,220,,,Trades - Net Profit/Loss,220,,
221,orcl-1995-2014,221,1999-11-16 23:59:59.999989,14.3,14.55,14.23,14.34,65315618.0,0.0,14.343029,Strategy,221,730074.9999999999,Broker,221,899.6,1043.0,BuySell,221,,,Trades - Net Profit/Loss,221,,
222,orcl-1995-2014,222,1999-11-17 23:59:59.999989,15.51,16.09,15.26,15.79,112696478.0,0.0,15.788449,Strategy,222,730075.9999999999,Broker,222,899.6,1057.5,BuySell,222,,,Trades - Net Profit/Loss,222,,
223,orcl-1995-2014,223,1999-11-18 23:59:59.999989,15.96,16.61,15.36,16.5,72867320.0,0.0,16.497272,Strategy,223,730076.9999999999,Broker,223,899.6,1064.6,BuySell,223,,,Trades - Net Profit/Loss,223,,
224,orcl-1995-2014,224,1999-11-19 23:59:59.999989,16.48,17.39,16.32,16.93,67551055.0,0.0,16.92811,Strategy,224,730077.9999999999,Broker,224,899.6,1068.9,BuySell,224,,,Trades - Net Profit/Loss,224,,
225,orcl-1995-2014,225,1999-11-22 23:59:59.999989,16.83,17.32,16.65,17.22,45610849.0,0.0,17.219973,Strategy,225,730080.9999999999,Broker,225,899.6,1071.8,BuySell,225,,,Trades - Net Profit/Loss,225,,
226,orcl-1995-2014,226,1999-11-23 23:59:59.999989,17.32,17.32,16.27,16.34,73039129.0,0.0,16.344385,Strategy,226,730081.9999999999,Broker,226,899.6,1063.0,BuySell,226,,,Trades - Net Profit/Loss,226,,
227,orcl-1995-2014,227,1999-11-24 23:59:59.999989,16.22,16.22,15.29,15.97,82094653.0,0.0,15.969131,Strategy,227,730082.9999999999,Broker,227,899.6,1059.3,BuySell,227,,,Trades - Net Profit/Loss,227,,
228,orcl-1995-2014,228,1999-11-26 23:59:59.999989,15.79,16.43,15.75,16.37,20764703.0,0.0,16.372179,Strategy,228,730084.9999999999,Broker,228,899.6,1063.3,BuySell,228,,,Trades - Net Profit/Loss,228,,
